rsi_entry,rsi_exit,exposure,tp_mult,sl_mult,bb_std,atr_window,bb_width_threshold,leverage,equity_2013,drawdown_2013,equity_2014,drawdown_2014,equity_2015,drawdown_2015,equity_2016,drawdown_2016,equity_2017,drawdown_2017,equity_2018,drawdown_2018,equity_2019,drawdown_2019,equity_2020,drawdown_2020,equity_2021,drawdown_2021,equity_2022,drawdown_2022,equity_2023,drawdown_2023,equity_2024,drawdown_2024,ret_2013,ret_2014,ret_2015,ret_2016,ret_2017,ret_2018,ret_2019,ret_2020,ret_2021,ret_2022,ret_2023,ret_2024,dd_2013,dd_2014,dd_2015,dd_2016,dd_2017,dd_2018,dd_2019,dd_2020,dd_2021,dd_2022,dd_2023,dd_2024,mean_return,mean_sq_return,mean_drawdown,var_return,std_return,rel_volatility,score
35.0,75.0,0.8999999761581421,0.10000000149011612,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,3.0,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,3.0,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,3.0,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,3.0,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,4.0,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,4.0,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,4.0,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,4.0,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,5.0,11.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,5.0,11.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,5.0,11.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,5.0,11.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,12.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,12.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,12.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,0.10000000149011612,12.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,12.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,12.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,12.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,1.0,12.0,2.0,14,1.0,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,12.0,2.0,14,0.003000000026077032,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,12.0,2.0,14,0.004000000189989805,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
35.0,75.0,0.8999999761581421,2.0,12.0,2.0,14,0.004999999888241291,30,2148.4514,0.9052101,0.0,0.99336874,0.0,0.9330116,0.0,0.9835589,4919.4336,0.3499206,0.0,0.9957862,0.0,0.9684827,0.0,0.99310386,0.0,0.99756336,2593.1255,0.2784047,1881.1884,0.6015636,0.0,0.99862075,0.000114845156,-0.0001,-0.0001,-0.0001,0.00039194335,-0.0001,-0.0001,-0.0001,-0.0001,0.00015931255,0.00008811884,-0.0001,0.000090521,0.000099336874,0.000093301154,0.000098355886,0.00003499206,0.00009957862,0.000096848264,0.00009931038,0.00009975633,0.000027840471,0.000060156355,0.000099862074,-0.000003815008,2.3329534e-8,0.000083321625,2.331498e-8,0.00015269243,-40.024147,4.002395
